time,vehicle_id,real,origin,destination,position,flight_phase,velocity
3.823626756668091,1003,False,3,4,[-1.   -8.    1.62],queued,[ 0.63925976  0.24903542 -0.34837281]
3.823626756668091,1004,False,4,1,[ 7.93448641 -7.39946174  2.67      ],entering,[-0.62185191  0.08809385  0.93462812]
3.823626756668091,1005,False,5,3,[-8.    8.    2.22],queued,[ 0.50568378 -0.03156594 -0.11489306]
3.9219136238098145,1000,False,0,2,[3.    8.5   1.845],queued,[-0.82138112 -0.19970136 -0.21083176]
3.9219136238098145,1001,False,1,5,[5.51963201 1.49618106 2.67      ],entering,[-0.48080528  0.59740651 -0.20557775]
3.9219136238098145,1002,False,2,0,[-7.5   -1.     2.145],entering,[ 0.5677905  -0.59831228 -0.99408226]
3.9219136238098145,1003,False,3,4,[-1.    -8.     1.695],queued,[ 0.63925976  0.24903542 -0.34837281]
3.9219136238098145,1004,False,4,1,[ 7.89072346 -7.33249342  2.745     ],entering,[-0.62185191  0.08809385  0.93462812]
3.9219136238098145,1005,False,5,3,[-8.     8.     2.295],queued,[ 0.50568378 -0.03156594 -0.11489306]
4.012119293212891,1000,False,0,2,[3.   8.5  1.92],queued,[-0.82138112 -0.19970136 -0.21083176]
4.012119293212891,1001,False,1,5,[5.55884541 1.48829165 2.745     ],entering,[-0.48080528  0.59740651 -0.20557775]
4.012119293212891,1002,False,2,0,[-7.48697738 -0.98482069  2.22      ],entering,[ 0.5677905  -0.59831228 -0.99408226]
4.012119293212891,1003,False,3,4,[-1.   -8.    1.77],queued,[ 0.63925976  0.24903542 -0.34837281]
