duration,n_vertiports,n_obstacles,obstacle violation,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,TSP,TSP_pourcentage,weighted global reward,vertiports reward,obstacles reward,airspace intersection reward,corridor curvature reward,corridor length reward
274.07657,3.0,4.0,0.0,0.21009077,0.6302723,0.42339087,4.182325,0.60637337,5.4573603,2.3564157,0.257,0.12713215,0.0,0.0,0.0,0.0,1.0,-0.32206964,-7.15012,-7.3999996,0.0,-12.0,4.5,-8.281771e-09,0.1
286.74017,7.0,1.0,0.0,0.3852046,2.6964324,0.9210958,6.755339,0.8698527,42.622784,4.3798475,0.0,0.112227365,0.2857143,0.04761905,0.04761905,0.0952381,0.47619048,-0.13507223,-1.9602954,7.7532854,6.1532855,-3.0,4.5,-1.0491911e-08,0.1
296.35654,7.0,2.0,0.0,0.42773113,2.994118,1.0857475,7.448449,0.97581303,47.81484,5.043318,0.0,0.20929444,0.7619048,0.1904762,0.0,0.0,0.04761905,2.9953175,67.263176,1.7123806,3.112381,-6.0,4.5,-2.613108e-07,0.1
287.7224,5.0,7.0,0.0,0.12404655,0.62023276,0.3007483,3.054212,0.41971713,10.4929285,1.7625949,0.0,0.05645877,0.2,0.1,0.0,0.1,0.5,-0.65917635,-17.751343,-20.5656,0.33440003,-21.0,0.0,-2.5511074e-08,0.1
293.37158,6.0,1.0,0.0,0.240025,1.44015,0.51393473,4.7622495,0.5849416,21.0579,2.7344372,0.0,0.034790505,0.06666667,0.06666667,0.13333334,0.0,0.33333334,-0.3821044,-7.4276447,-2.7695334,0.13046668,-3.0,0.0,-1.7309685e-09,0.1
410.33612,7.0,6.0,0.0,0.37089667,2.5962768,0.7970685,5.994907,0.9172219,44.943874,3.4840212,0.0,0.12955497,0.23809524,0.3809524,0.14285715,0.04761905,0.0952381,0.04060507,0.68194866,-12.917763,0.4822381,-18.0,4.5,-1.2780743e-08,0.1
255.04018,4.0,6.0,0.0,0.22860226,0.91440904,0.6437324,3.2609286,0.48829377,7.8127003,1.8239659,0.0,0.09649421,0.16666667,0.16666667,0.0,0.16666667,0.16666667,-0.16159654,-4.721558,-17.596,0.30400002,-18.0,0.0,-6.4812795e-09,0.1
263.68686,5.0,6.0,0.5,0.4347569,2.1737845,0.8879677,4.79994,0.8826414,22.066034,3.418545,0.0,0.18813053,0.2,0.1,0.2,0.5,0.0,-0.48932457,-9.251279,-12.624801,2.2572,-14.982,0.0,-1.6433864e-09,0.1
271.26096,7.0,6.0,0.0,0.36694172,2.568592,1.1138004,6.096074,0.6934591,33.979496,3.0712714,0.29,0.05344626,0.04761905,0.23809524,0.04761905,0.14285715,0.14285715,-0.43810177,-6.7047777,-9.453428,3.9465716,-18.0,4.5,-5.610068e-09,0.1
245.55284,3.0,1.0,0.0,0.6981731,2.0945194,1.1552016,4.451987,0.9018209,8.116388,3.6937962,0.251,0.40979934,0.33333334,0.0,0.0,0.33333334,0.33333334,-0.17646265,-3.8125634,-2.387,0.513,-3.0,0.0,-1.1126817e-08,0.1
254.7191,4.0,2.0,0.0,0.09167658,0.3667063,0.15743148,5.080735,0.6750593,10.800949,2.502293,0.0,0.21301247,0.33333334,0.33333334,0.0,0.0,0.33333334,1.3287768,35.415554,1.1016666,2.5016668,-6.0,4.5,-6.232104e-08,0.1
259.19983,3.0,7.0,0.0,0.636085,1.9082549,0.6838762,3.0276144,0.642804,5.7852364,2.2087417,0.0,0.09959203,0.0,0.0,0.0,0.0,1.0,-2.0943177,-40.889214,-19.0,1.9,-21.0,0.0,-2.9302014e-09,0.1
270.1529,3.0,3.0,0.0,0.255393,0.76617897,0.5615342,3.9029553,0.4667731,4.200958,2.057359,0.0,0.15101819,0.0,0.0,0.33333334,0.6666667,0.0,0.9771278,33.396626,-2.462,1.938,-9.0,4.5,-5.609203e-08,0.1
273.12,3.0,5.0,0.0,0.24387161,0.7316148,0.47118115,4.237859,0.28111562,2.5300405,1.1958537,0.419,0.010100945,0.0,0.0,0.0,0.33333334,0.0,1.7261834,68.72637,-14.893666,0.0063333334,-15.0,0.0,-4.251294e-09,0.1
253.82652,4.0,7.0,0.0,0.409526,1.638104,0.63883305,7.1189556,0.7445413,11.912661,3.1016107,0.323,0.2467284,0.5,0.5,0.0,0.0,0.0,2.798633,64.77834,-11.6975,4.7025,-21.0,4.5,-7.092372e-08,0.1
263.9345,3.0,2.0,0.0,0.26187697,0.7856309,0.540172,2.1852982,0.31080648,2.7972584,1.2769113,0.0,0.09014856,0.33333334,0.0,0.0,0.0,0.33333334,0.15585136,7.679498,-0.89333344,0.50666666,-6.0,4.5,-1.9033501e-09,0.1
