q1 loss,q2 loss,pi loss,alpha loss,alpha,avg_transitions,cum_transitions,max_transitions,corridor_length,avg_operation_length,cum_operation_length,max_operation_length,unexploited_regions,avgSF_extra-flown distance,>100SF_extra-flown distance,<100SF_extra-flown distance,<65SF_extra-flown distance,<50SF_extra-flown distance,<30SF_extra-flown distance,TSP,TSP_pourcentage,weighted global reward,vertiports reward,obstacles reward,airspace intersection reward,corridor curvature reward,corridor length reward
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.18147384,1.088843,0.32838884,7.754178,0.98243713,35.367737,3.90308,0,0.18037702,0.46666667,0.2,0.0,0.13333334,0.2,3.7038794,91.44707,-1.5293596,3.0311334,0.0,-4.5,-0.00022524472,-0.060267802
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.19704153,1.1822492,0.3064991,9.055192,0.999236,35.972496,4.74347,0,0.22309847,0.26666668,0.2,0.2,0.33333334,0.0,5.901332,187.11455,-5.0542583,-0.4838667,0.0,-4.5,-1.1791933e-05,-0.070379674
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.21680515,1.3008308,0.3438074,7.9928775,0.90240955,32.486744,4.3244176,0,0.17381202,0.4,0.13333334,0.0,0.13333334,0.33333334,4.722768,144.42229,-3.3106942,1.2514665,0.0,-4.5,-3.7663947e-05,-0.06212305
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.23186828,1.3912097,0.4678982,8.028113,1.1225674,40.412426,4.3865848,151,0.2451428,0.6,0.13333334,0.0,0.13333334,0.13333334,4.011316,99.863525,-3.6149824,0.9474666,0.0,-4.5,-5.202291e-05,-0.06239691
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.12291054,0.73746324,0.2079178,10.736732,1.1628574,41.862865,5.4831634,0,0.24814196,0.46666667,0.06666667,0.0,0.2,0.26666668,6.2824507,141.043,0.38437158,4.967867,0.0,-4.5,-4.6222438e-05,-0.08344911
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.2163892,1.2983352,0.46200523,9.341057,1.1684382,42.063774,5.0223703,0,0.2699313,0.6,0.13333334,0.06666667,0.06666667,0.13333334,5.962862,176.51028,-3.6289492,0.94366664,0.0,-4.5,-1.4215929e-05,-0.072601505
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.18332183,1.099931,0.49572223,7.6699347,1.0124099,36.44676,4.112191,0,0.2242858,0.53333336,0.26666668,0.0,0.13333334,0.06666667,4.256594,124.70465,-1.6492006,2.9107997,0.0,-4.5,-0.00038729244,-0.059613038
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.15912691,0.95476145,0.20437674,8.129717,0.9572594,34.461338,4.2109814,0,0.2477297,0.73333335,0.06666667,0.0,0.13333334,0.06666667,4.9693775,157.24187,-3.8005135,0.7637999,0.0,-4.5,-0.0011266945,-0.06318661
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.32357273,1.9414363,0.8085541,7.8331757,1.0936319,39.370747,4.678797,0,0.25245464,0.6,0.0,0.0,0.13333334,0.26666668,3.291317,72.4663,-3.5756414,0.9854666,0.0,-4.5,-0.00022612159,-0.060881793
11184.8955,11194.368,79.26594,-10.203099,1.2010084,0.26556617,1.593397,0.6500044,7.9928775,1.152195,41.47902,4.4344726,0,0.26618254,0.6666667,0.13333334,0.0,0.2,0.0,4.0369744,102.04938,-1.8172941,2.7448666,0.0,-4.5,-3.7663947e-05,-0.06212305
